Business_ID,Business_Name,Industry,Country,State_Province,City,Event_Date,Year,Climate_Event,Severity,Temperature_Change_C,Rainfall_Deviation_Percent,Exposure_Score,Vulnerability_Score,Risk_Score,Risk_Level,Downtime_Days,Revenue_Loss_USD,Property_Damage_USD,Supply_Chain_Disruption,Employees_Affected,Recovery_Days,Risk_Mitigation_Investment_USD
B0143,FINA_0143,Finance,Australia,Queensland,Brisbane,2022-11-14,2022,Storm,High,1.07,21.75,68.13,91.64,84,Critical,13,537128.27,265408.5,High,224,21,66626.92
B0144,HEAL_0144,Healthcare,India,Maharashtra,Mumbai,2022-12-22,2022,Heatwave,Medium,2.08,13.63,69.84,69.36,77,High,10,994148.35,504482.65,High,175,19,98178.56
B0145,AGRI_0145,Agriculture,India,Andhra Pradesh,Visakhapatnam,2024-10-01,2024,Drought,Low,1.44,22.43,55.96,39.79,47,Medium,8,811643.47,88924.87,Medium,146,20,129093.42
B0146,ENER_0146,Energy,Japan,Aichi,Nagoya,2022-11-10,2022,Cyclone,Medium,1.28,-20.09,87.74,52.69,61,High,16,991124.02,339563.87,Medium,231,33,75468.42
B0147,ENER_0147,Energy,Japan,Tokyo,Tokyo,2024-01-26,2024,Flood,High,2.12,44.52,87.74,57.22,70,High,25,1430067.93,392780.88,High,202,33,235557.95
B0148,CONS_0148,Construction,India,Tamil Nadu,Chennai,2020-01-06,2020,Wildfire,Medium,2.0,12.35,74.48,73.76,78,High,14,1163177.81,549539.02,High,141,17,80735.52
B0149,HEAL_0149,Healthcare,Australia,Victoria,Melbourne,2020-07-12,2020,Heatwave,Low,1.85,-16.45,78.57,55.67,73,High,9,940951.39,407477.02,High,315,24,52267.84
B0150,MANU_0150,Manufacturing,Australia,Victoria,Melbourne,2025-01-21,2025,Drought,Medium,1.46,2.65,79.88,97.34,84,Critical,13,1306466.68,310019.66,High,62,26,195093.14
B0151,MANU_0151,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2022-02-17,2022,Drought,Critical,2.18,-28.45,82.1,93.69,88,Critical,27,1396757.18,908446.43,High,346,56,110392.36
B0152,HEAL_0152,Healthcare,Germany,Hamburg,Hamburg,2021-01-05,2021,Wildfire,Medium,1.43,-2.48,42.12,80.61,64,High,15,559123.88,248494.66,Medium,168,25,99567.63
B0153,HEAL_0153,Healthcare,United States,Florida,Miami,2025-08-10,2025,Wildfire,Low,1.69,23.19,39.09,53.05,52,Medium,4,562234.54,324895.81,Medium,185,10,80377.61
B0154,HOSP_0154,Hospitality,Germany,Berlin,Berlin,2025-07-16,2025,Cyclone,Medium,2.42,25.15,72.64,78.42,86,Critical,19,1163660.24,563165.21,High,358,32,127008.23
B0155,HOSP_0155,Hospitality,India,Andhra Pradesh,Visakhapatnam,2020-03-22,2020,Storm,Low,1.76,-42.59,82.86,52.09,48,Medium,11,738394.65,215532.34,Medium,120,19,57867.62
B0156,ENER_0156,Energy,Germany,Hamburg,Hamburg,2026-03-19,2026,Heatwave,Medium,1.46,-7.3,82.23,64.12,58,Medium,19,1123319.89,267076.62,Medium,93,27,131930.26
B0157,HEAL_0157,Healthcare,Germany,Berlin,Berlin,2021-08-08,2021,Drought,High,1.15,-45.94,63.36,46.08,55,Medium,13,617142.77,200765.11,Medium,237,13,95111.65
B0158,TRAN_0158,Transportation,Germany,Berlin,Berlin,2024-09-13,2024,Storm,Medium,1.39,4.7,40.82,39.7,38,Medium,21,705140.52,424199.89,Medium,229,39,45993.51
B0159,TECH_0159,Technology,Brazil,São Paulo,São Paulo,2025-05-24,2025,Cyclone,Critical,2.69,59.75,67.25,59.52,64,High,19,658516.97,447996.56,Medium,117,38,69006.0
B0160,MANU_0160,Manufacturing,Germany,Bavaria,Munich,2024-06-24,2024,Drought,Critical,1.4,-70.5,72.33,70.66,75,High,22,1258438.92,952347.51,High,161,41,81685.05
B0161,HEAL_0161,Healthcare,United States,New York,New York City,2026-07-28,2026,Flood,Medium,1.23,5.66,63.46,78.69,76,High,11,853015.1,389396.59,High,229,21,104939.62
B0162,ENER_0162,Energy,United States,California,Los Angeles,2024-01-27,2024,Drought,Low,1.36,26.68,53.18,61.53,57,Medium,11,1076565.75,495362.97,Medium,231,23,60222.12
B0163,CONS_0163,Construction,Japan,Tokyo,Tokyo,2021-06-04,2021,Heatwave,Medium,2.14,23.39,42.44,56.38,58,Medium,17,1097800.25,532105.56,Medium,224,37,117998.35
B0164,ENER_0164,Energy,Japan,Aichi,Nagoya,2022-09-03,2022,Heatwave,Low,1.25,44.08,66.34,69.16,68,High,9,1457399.1,593807.37,High,85,21,70455.67
B0165,HEAL_0165,Healthcare,India,West Bengal,Kolkata,2022-01-21,2022,Flood,High,1.91,43.82,72.91,62.67,74,High,12,978329.29,520023.84,High,200,34,163378.79
B0166,MANU_0166,Manufacturing,United States,Texas,Houston,2022-07-27,2022,Cyclone,Critical,2.57,14.78,83.64,71.73,82,Critical,25,1303216.3,1226606.92,High,114,46,212420.13
B0167,TRAN_0167,Transportation,Brazil,Bahia,Salvador,2020-04-04,2020,Cyclone,High,1.53,28.62,83.82,88.56,96,Critical,22,1759223.49,1390365.42,High,303,44,200650.14
B0168,HEAL_0168,Healthcare,Australia,New South Wales,Sydney,2022-12-03,2022,Flood,Medium,1.18,22.42,86.43,63.88,73,High,13,741933.72,464031.18,High,266,22,106836.79
B0169,TECH_0169,Technology,Brazil,Rio de Janeiro,Rio de Janeiro,2025-11-10,2025,Storm,Medium,2.3,10.16,72.46,68.41,64,High,18,754949.61,81554.61,Medium,125,40,86683.23
B0170,RETA_0170,Retail,Germany,Berlin,Berlin,2021-09-12,2021,Wildfire,High,2.41,-30.85,76.21,83.23,73,High,12,1065325.92,264139.14,High,98,25,95662.78
B0171,HEAL_0171,Healthcare,Australia,New South Wales,Sydney,2020-06-22,2020,Drought,Medium,2.41,-18.7,88.64,52.6,64,High,17,709196.29,262101.95,Medium,245,37,48415.91
B0172,TRAN_0172,Transportation,Germany,Berlin,Berlin,2026-01-25,2026,Flood,Medium,1.2,-12.22,82.43,79.6,78,High,14,1202221.73,605264.82,High,196,34,120535.71
B0173,HEAL_0173,Healthcare,Japan,Aichi,Nagoya,2023-08-23,2023,Heatwave,Low,1.27,20.1,51.06,30.83,48,Medium,4,536112.27,190732.29,Medium,83,12,44653.99
B0174,AGRI_0174,Agriculture,Brazil,Bahia,Salvador,2021-11-22,2021,Cyclone,High,2.24,20.69,75.18,65.91,68,High,23,1396659.38,1041874.47,High,154,41,152855.69
B0175,MANU_0175,Manufacturing,United States,California,Los Angeles,2022-11-15,2022,Drought,Low,0.41,-11.03,61.09,70.84,61,High,4,771528.49,203946.78,Medium,234,13,32495.09
B0176,HOSP_0176,Hospitality,United States,California,Los Angeles,2025-07-20,2025,Cyclone,Critical,2.43,41.83,84.69,76.59,82,Critical,18,998693.36,726916.8,High,275,43,155963.95
B0177,TECH_0177,Technology,Germany,Hamburg,Hamburg,2021-11-05,2021,Flood,High,2.09,48.22,72.85,51.48,60,Medium,12,639287.91,431254.94,Medium,102,27,39952.31
B0178,ENER_0178,Energy,India,West Bengal,Kolkata,2024-07-27,2024,Heatwave,Medium,1.48,-21.0,66.72,88.64,69,High,12,1517612.74,476953.59,High,180,17,220902.66
B0179,MANU_0179,Manufacturing,Australia,Victoria,Melbourne,2023-08-18,2023,Cyclone,Low,1.16,-44.14,42.43,71.15,66,High,14,1084983.64,480059.47,High,196,26,78531.29
B0180,TRAN_0180,Transportation,India,West Bengal,Kolkata,2023-10-09,2023,Heatwave,Critical,1.41,-4.45,87.75,87.24,82,Critical,19,1483369.1,711927.12,High,172,35,144898.9
B0181,TECH_0181,Technology,Japan,Osaka,Osaka,2022-08-27,2022,Wildfire,High,2.25,-0.81,68.62,100.0,89,Critical,10,702619.66,532804.37,High,189,26,27845.75
B0182,FINA_0182,Finance,Japan,Tokyo,Tokyo,2022-04-13,2022,Wildfire,Medium,1.55,6.32,63.36,78.73,71,High,5,764305.6,396758.07,High,217,10,34881.02
B0183,HOSP_0183,Hospitality,Australia,New South Wales,Sydney,2024-07-09,2024,Flood,Medium,1.41,5.13,70.05,85.14,64,High,14,840850.35,279080.66,Medium,147,20,45641.7
B0184,MANU_0184,Manufacturing,Brazil,São Paulo,São Paulo,2023-06-16,2023,Heatwave,Medium,0.85,40.89,50.26,67.79,64,High,11,1062560.0,774698.81,Medium,276,24,45972.52
B0185,AGRI_0185,Agriculture,Australia,Victoria,Melbourne,2023-06-04,2023,Heatwave,Medium,1.35,-22.81,75.4,68.1,79,High,18,1647159.63,826826.82,High,244,36,86274.31
B0186,TRAN_0186,Transportation,Australia,New South Wales,Sydney,2024-04-05,2024,Flood,Medium,1.24,-21.44,85.92,81.69,85,Critical,12,1385847.4,582346.57,High,198,37,183763.39
B0187,AGRI_0187,Agriculture,Australia,New South Wales,Sydney,2023-08-17,2023,Cyclone,High,0.88,1.2,92.1,71.94,85,Critical,16,1425207.64,208638.64,High,223,29,216961.34
B0188,RETA_0188,Retail,United States,New York,New York City,2021-02-10,2021,Drought,Medium,1.27,3.59,77.78,76.73,77,High,13,1007498.5,328449.57,High,181,31,32009.6
B0189,ENER_0189,Energy,United States,Florida,Miami,2024-12-26,2024,Storm,High,1.8,25.74,85.5,71.72,71,High,25,1080524.91,725377.99,High,156,46,183245.29
B0190,TRAN_0190,Transportation,India,West Bengal,Kolkata,2025-09-20,2025,Cyclone,High,2.46,12.0,96.41,69.89,66,High,22,1346388.04,1100095.66,High,119,58,72773.24
B0191,ENER_0191,Energy,United States,California,Los Angeles,2020-04-26,2020,Wildfire,High,0.63,-51.81,77.07,53.14,61,High,19,1303227.73,883131.5,Medium,122,45,55611.51
B0192,FINA_0192,Finance,Japan,Osaka,Osaka,2024-04-03,2024,Drought,Low,0.78,25.59,64.04,49.69,55,Medium,6,554620.11,243026.34,Medium,215,27,36161.7
B0193,HEAL_0193,Healthcare,Australia,New South Wales,Sydney,2020-07-05,2020,Wildfire,Medium,0.88,21.38,70.12,63.9,80,High,6,1005665.33,266471.99,High,207,15,136684.79
B0194,ENER_0194,Energy,United States,California,Los Angeles,2020-07-18,2020,Storm,Low,1.32,12.81,63.38,51.11,57,Medium,12,1041743.34,205934.12,Medium,281,21,132579.78
B0195,ENER_0195,Energy,India,West Bengal,Kolkata,2023-08-06,2023,Drought,Medium,1.3,-25.78,87.78,67.59,86,Critical,19,1530143.67,1266561.25,High,192,50,213828.48
B0196,AGRI_0196,Agriculture,India,Andhra Pradesh,Visakhapatnam,2020-01-23,2020,Heatwave,Critical,3.5,-42.36,100.0,56.98,74,High,27,1555549.08,822618.87,High,233,39,228880.15
B0197,TRAN_0197,Transportation,Germany,Hamburg,Hamburg,2023-06-21,2023,Heatwave,Low,1.73,-12.45,68.29,31.32,39,Medium,16,590670.61,163513.14,Medium,116,36,102721.69
B0198,FINA_0198,Finance,Japan,Aichi,Nagoya,2024-07-10,2024,Heatwave,High,1.94,-36.02,78.04,79.69,82,Critical,10,548272.33,260177.29,High,279,22,71823.26
B0199,CONS_0199,Construction,Germany,Bavaria,Munich,2026-04-23,2026,Heatwave,Low,1.12,-0.09,80.83,70.45,68,High,6,1021323.7,104789.03,High,155,15,37220.76
B0200,FINA_0200,Finance,United States,Texas,Houston,2025-07-02,2025,Drought,High,1.21,-6.13,70.27,65.55,69,High,12,458951.93,294706.02,High,193,41,72865.58
B0201,HEAL_0201,Healthcare,United States,Florida,Miami,2022-05-23,2022,Flood,Medium,1.76,22.45,63.15,47.09,55,Medium,9,808398.9,152292.65,Medium,101,17,97105.47
B0202,ENER_0202,Energy,India,Andhra Pradesh,Visakhapatnam,2020-07-03,2020,Heatwave,Low,1.89,10.73,50.14,75.97,59,Medium,19,941097.52,200921.57,Medium,202,43,99836.45
B0203,FINA_0203,Finance,Japan,Aichi,Nagoya,2025-03-01,2025,Heatwave,Medium,1.06,2.0,83.34,80.51,87,Critical,9,607237.37,224628.29,High,176,26,53563.21
B0204,TRAN_0204,Transportation,India,Maharashtra,Mumbai,2020-07-27,2020,Drought,Low,1.1,-8.25,63.24,63.27,58,Medium,12,889547.79,281835.23,Medium,123,31,73614.85
B0205,CONS_0205,Construction,United States,California,Los Angeles,2024-02-24,2024,Wildfire,High,2.12,-15.13,64.24,66.54,67,High,18,1200092.24,560437.13,High,275,40,157903.81
B0206,RETA_0206,Retail,Germany,Berlin,Berlin,2024-03-13,2024,Heatwave,Medium,1.36,2.13,100.0,58.47,66,High,9,944500.05,469759.73,High,212,20,108093.2
B0207,FINA_0207,Finance,Germany,Hamburg,Hamburg,2026-07-09,2026,Heatwave,Low,0.87,-14.96,75.47,54.01,69,High,1,612317.97,257406.06,High,202,12,46727.38
B0208,TRAN_0208,Transportation,Australia,Queensland,Brisbane,2020-02-20,2020,Heatwave,Low,1.89,-11.43,55.07,53.26,44,Medium,5,792938.08,75323.58,Medium,120,8,100107.69
B0209,TRAN_0209,Transportation,Germany,Hamburg,Hamburg,2021-06-12,2021,Wildfire,High,1.97,-7.33,87.0,75.48,78,High,22,1443132.42,561086.72,High,203,46,62813.49
B0210,AGRI_0210,Agriculture,Japan,Tokyo,Tokyo,2022-09-17,2022,Cyclone,High,1.54,23.87,100.0,84.12,100,Critical,23,1568381.93,836598.08,High,217,34,282169.69
B0211,HEAL_0211,Healthcare,India,Tamil Nadu,Chennai,2021-01-14,2021,Flood,Low,1.92,-30.35,50.85,66.81,56,Medium,10,819192.27,385961.39,Medium,89,30,62818.5
B0212,MANU_0212,Manufacturing,Japan,Tokyo,Tokyo,2023-02-23,2023,Storm,High,2.17,13.35,57.55,81.24,71,High,25,974225.35,644355.9,High,165,49,82812.21
B0213,HEAL_0213,Healthcare,United States,Texas,Houston,2025-04-26,2025,Drought,High,1.84,-23.19,93.09,61.12,78,High,4,892043.66,303446.88,High,261,11,31159.22
B0214,RETA_0214,Retail,Japan,Osaka,Osaka,2020-03-14,2020,Storm,Medium,1.0,24.32,59.55,56.7,70,High,15,1103177.05,291467.27,High,239,28,87755.18
B0215,HEAL_0215,Healthcare,Japan,Aichi,Nagoya,2022-06-01,2022,Drought,Low,1.83,29.57,56.75,63.56,63,High,7,804231.12,326956.68,Medium,281,14,128629.82
B0216,CONS_0216,Construction,Brazil,Rio de Janeiro,Rio de Janeiro,2023-07-20,2023,Drought,Low,1.03,32.43,58.42,50.92,58,Medium,9,1109618.19,513605.79,Medium,148,22,45735.39
B0217,MANU_0217,Manufacturing,Germany,Bavaria,Munich,2025-01-15,2025,Wildfire,High,1.8,-18.99,77.16,77.51,77,High,18,1277848.68,614974.56,High,95,35,136315.71
B0218,MANU_0218,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2022-06-18,2022,Cyclone,Medium,1.95,-11.51,64.57,73.83,81,Critical,18,1300144.91,576866.74,High,217,27,210325.51
B0219,AGRI_0219,Agriculture,Germany,Hamburg,Hamburg,2021-07-26,2021,Wildfire,High,2.24,-43.07,66.29,64.28,58,Medium,24,781617.92,411358.82,Medium,106,47,126501.21
B0220,HEAL_0220,Healthcare,Brazil,São Paulo,São Paulo,2024-04-10,2024,Flood,High,1.86,29.07,55.31,48.3,47,Medium,15,707281.79,309252.06,Medium,80,27,105227.33
B0221,AGRI_0221,Agriculture,United States,Texas,Houston,2022-04-21,2022,Wildfire,Low,1.66,-4.27,57.74,38.96,43,Medium,7,742398.17,88362.82,Medium,156,7,70416.7
B0222,HOSP_0222,Hospitality,Germany,Hamburg,Hamburg,2026-04-16,2026,Cyclone,Critical,1.22,8.6,70.19,88.37,69,High,17,1250418.18,833175.84,High,179,40,61733.71
B0223,TECH_0223,Technology,Japan,Aichi,Nagoya,2022-05-12,2022,Wildfire,High,2.19,-10.55,75.39,82.27,79,High,11,624983.87,621296.8,High,224,32,108660.32
B0224,FINA_0224,Finance,Brazil,Rio de Janeiro,Rio de Janeiro,2026-06-26,2026,Flood,Critical,2.34,46.15,80.04,54.87,69,High,10,543135.15,501858.13,High,290,23,51515.71
B0225,CONS_0225,Construction,Germany,Bavaria,Munich,2026-06-14,2026,Flood,High,1.53,20.9,73.3,48.94,64,High,27,1251269.88,419427.68,Medium,183,58,139660.13
B0226,HOSP_0226,Hospitality,India,Tamil Nadu,Chennai,2021-08-14,2021,Cyclone,Medium,2.23,14.91,74.65,89.53,92,Critical,6,1433460.06,171077.74,High,215,25,150143.29
B0227,TRAN_0227,Transportation,Japan,Aichi,Nagoya,2023-09-17,2023,Drought,Medium,1.72,-8.27,62.76,75.46,76,High,20,1422206.22,752949.45,High,211,47,108169.86
B0228,AGRI_0228,Agriculture,Japan,Aichi,Nagoya,2022-02-23,2022,Heatwave,Medium,1.08,-1.09,68.25,78.15,81,Critical,16,1480720.79,940975.06,High,243,37,151969.38
B0229,HEAL_0229,Healthcare,Germany,Hamburg,Hamburg,2020-04-07,2020,Heatwave,High,2.33,-33.09,57.02,59.37,65,High,16,869469.15,414461.51,Medium,173,31,26606.17
B0230,RETA_0230,Retail,Germany,Berlin,Berlin,2021-04-07,2021,Heatwave,Low,1.6,-12.04,68.37,38.69,41,Medium,8,553236.28,300274.48,Medium,139,30,68198.38
B0231,FINA_0231,Finance,United States,Texas,Houston,2022-09-10,2022,Cyclone,Critical,1.95,23.68,76.9,76.76,74,High,10,776842.93,342233.76,High,224,34,119104.85
B0232,TECH_0232,Technology,Japan,Tokyo,Tokyo,2025-08-08,2025,Heatwave,Medium,2.52,8.91,73.67,67.86,64,High,12,459591.78,168634.61,Medium,246,27,28278.17
B0233,TRAN_0233,Transportation,Brazil,São Paulo,São Paulo,2026-01-15,2026,Heatwave,Medium,2.71,-2.59,67.88,55.99,48,Medium,17,923636.38,144772.74,Medium,171,36,80356.14
B0234,TRAN_0234,Transportation,India,Andhra Pradesh,Visakhapatnam,2022-09-09,2022,Storm,High,1.79,14.72,64.15,62.79,63,High,26,1132221.32,475207.95,Medium,305,64,116683.13
B0235,FINA_0235,Finance,India,Andhra Pradesh,Visakhapatnam,2022-12-17,2022,Flood,Medium,1.39,-3.34,69.59,69.98,58,Medium,14,505663.49,259719.03,Medium,115,35,47787.22
B0236,HOSP_0236,Hospitality,Japan,Aichi,Nagoya,2021-12-20,2021,Flood,Medium,2.69,5.83,60.33,67.23,62,High,15,777986.23,456579.48,Medium,162,27,122787.14
B0237,HEAL_0237,Healthcare,Brazil,Bahia,Salvador,2025-12-17,2025,Wildfire,High,2.83,-21.63,72.22,65.27,59,Medium,14,775100.72,190061.64,Medium,74,39,132109.54
B0238,CONS_0238,Construction,Australia,Queensland,Brisbane,2024-11-05,2024,Cyclone,High,1.88,59.48,90.16,70.17,89,Critical,20,1496113.96,897208.16,High,244,46,205794.84
B0239,HOSP_0239,Hospitality,United States,Texas,Houston,2024-03-25,2024,Storm,Medium,1.96,-29.79,66.72,42.13,53,Medium,9,816281.0,396156.68,Medium,175,9,64517.15
B0240,MANU_0240,Manufacturing,India,Maharashtra,Mumbai,2021-06-23,2021,Heatwave,Low,1.57,59.28,64.71,49.67,60,Medium,11,862474.18,306781.51,Medium,95,21,117010.79
B0241,HOSP_0241,Hospitality,Japan,Tokyo,Tokyo,2024-02-14,2024,Wildfire,Critical,1.93,-26.6,69.27,65.61,66,High,17,953928.89,397811.91,High,134,27,31950.57
B0242,RETA_0242,Retail,Brazil,Bahia,Salvador,2023-07-19,2023,Flood,High,2.23,30.06,79.4,76.59,76,High,16,845897.54,529486.65,High,221,28,105261.64
B0243,TECH_0243,Technology,Japan,Aichi,Nagoya,2025-02-25,2025,Wildfire,High,2.04,-28.03,76.49,74.52,77,High,13,860452.63,860154.04,High,178,23,29825.55
B0244,FINA_0244,Finance,Japan,Osaka,Osaka,2023-02-10,2023,Cyclone,Medium,2.33,-0.08,59.66,37.29,51,Medium,19,214236.31,119865.2,Medium,102,36,31975.65
B0245,HEAL_0245,Healthcare,Australia,Queensland,Brisbane,2023-08-02,2023,Wildfire,High,1.97,1.06,72.01,50.97,63,High,7,895407.78,485354.62,Medium,201,14,56395.92
B0246,HOSP_0246,Hospitality,Japan,Osaka,Osaka,2023-06-03,2023,Flood,High,1.06,31.75,57.62,74.16,70,High,22,876535.34,499872.37,High,180,38,75026.38
B0247,RETA_0247,Retail,Brazil,São Paulo,São Paulo,2024-12-18,2024,Flood,Low,1.27,-44.87,64.26,79.06,68,High,6,828781.63,362588.9,High,98,26,130457.47
B0248,CONS_0248,Construction,Australia,Victoria,Melbourne,2021-11-19,2021,Cyclone,Medium,1.81,-0.49,66.1,67.41,73,High,4,1184114.44,449613.74,High,212,6,160721.06
B0249,RETA_0249,Retail,United States,California,Los Angeles,2020-10-13,2020,Cyclone,High,1.87,40.38,75.95,88.18,80,High,19,1010436.86,454262.69,High,187,47,130416.25
B0250,AGRI_0250,Agriculture,Brazil,Bahia,Salvador,2021-03-10,2021,Cyclone,Critical,1.63,43.42,76.62,67.03,81,Critical,30,1496542.94,778410.11,High,198,63,52983.21
B0251,MANU_0251,Manufacturing,Japan,Osaka,Osaka,2022-08-12,2022,Heatwave,Medium,1.11,-3.81,79.15,53.36,69,High,12,1102744.6,456508.43,High,78,17,81932.97
B0252,AGRI_0252,Agriculture,Australia,Queensland,Brisbane,2026-10-21,2026,Cyclone,Critical,1.81,36.18,98.46,54.8,66,High,30,1305756.46,886366.32,High,176,70,106719.31
B0253,AGRI_0253,Agriculture,Australia,Queensland,Brisbane,2021-06-02,2021,Cyclone,Medium,1.19,-2.44,53.13,68.95,58,Medium,23,1305867.43,341462.91,Medium,160,48,56284.16
B0254,AGRI_0254,Agriculture,India,Tamil Nadu,Chennai,2024-01-11,2024,Flood,Medium,2.01,-22.4,56.07,73.26,54,Medium,12,956025.59,435267.25,Medium,184,39,30706.57
B0255,HOSP_0255,Hospitality,Germany,Bavaria,Munich,2020-03-19,2020,Cyclone,Medium,1.35,8.98,50.79,80.28,83,Critical,11,842711.18,297949.33,High,195,15,47069.7
B0256,CONS_0256,Construction,Germany,Bavaria,Munich,2020-04-16,2020,Drought,Medium,1.86,15.79,68.9,75.05,77,High,9,1103918.89,228922.12,High,240,11,141074.6
B0257,ENER_0257,Energy,Germany,Berlin,Berlin,2022-07-06,2022,Cyclone,Critical,2.29,44.28,80.13,72.74,70,High,30,1267411.89,1030310.57,High,75,67,213809.26
B0258,AGRI_0258,Agriculture,Australia,Victoria,Melbourne,2021-05-08,2021,Drought,Low,1.62,3.81,75.61,33.06,46,Medium,15,789168.73,428687.99,Medium,204,27,70446.96
B0259,AGRI_0259,Agriculture,Australia,Victoria,Melbourne,2025-02-13,2025,Storm,High,2.37,38.95,54.99,73.95,67,High,30,1320165.09,717890.28,High,163,54,45361.85
B0260,AGRI_0260,Agriculture,Japan,Aichi,Nagoya,2024-01-05,2024,Cyclone,High,1.65,35.83,66.29,56.49,63,High,28,1249266.22,376478.86,Medium,151,49,70858.53
B0261,FINA_0261,Finance,Australia,Queensland,Brisbane,2023-03-05,2023,Wildfire,High,2.58,-13.49,84.49,69.05,91,Critical,16,686545.88,392735.42,High,184,31,30429.44
B0262,FINA_0262,Finance,United States,New York,New York City,2025-06-15,2025,Flood,Critical,1.88,27.63,96.85,84.08,87,Critical,12,761521.94,253824.42,High,136,27,131481.89
B0263,TRAN_0263,Transportation,Japan,Aichi,Nagoya,2022-12-18,2022,Storm,Medium,1.73,2.28,75.8,71.63,68,High,16,1137360.31,310188.13,High,170,49,119942.46
B0264,HOSP_0264,Hospitality,India,Andhra Pradesh,Visakhapatnam,2024-08-11,2024,Wildfire,High,2.19,-4.42,66.96,66.4,67,High,21,1034115.48,403317.39,High,208,42,104546.67
B0265,MANU_0265,Manufacturing,Germany,Berlin,Berlin,2020-01-20,2020,Flood,Critical,2.24,42.11,71.21,78.26,77,High,22,1260900.18,225385.38,High,187,44,124743.47
B0266,CONS_0266,Construction,Australia,Victoria,Melbourne,2024-04-09,2024,Heatwave,Critical,1.91,-66.89,74.0,68.87,78,High,28,1175908.04,896293.74,High,200,55,197340.53
B0267,ENER_0267,Energy,Brazil,Bahia,Salvador,2021-01-27,2021,Flood,Low,0.97,18.31,70.37,35.76,55,Medium,14,994550.75,406959.54,Medium,160,33,60426.51
B0268,HOSP_0268,Hospitality,Australia,Queensland,Brisbane,2020-01-21,2020,Storm,High,2.49,12.29,74.11,75.96,79,High,15,1005955.43,380174.45,High,265,35,58173.02
B0269,HEAL_0269,Healthcare,India,Tamil Nadu,Chennai,2021-09-14,2021,Flood,Critical,2.28,26.05,77.69,86.63,80,High,17,1112576.6,489006.7,High,225,28,38844.04
B0270,FINA_0270,Finance,United States,Texas,Houston,2025-07-05,2025,Cyclone,Low,1.3,-46.2,62.0,98.4,84,Critical,4,410844.57,133309.87,High,324,22,13606.36
B0271,ENER_0271,Energy,Brazil,São Paulo,São Paulo,2021-02-05,2021,Wildfire,Medium,1.57,1.47,73.08,82.1,85,Critical,18,1323310.12,653034.18,High,142,28,201860.65
B0272,ENER_0272,Energy,United States,New York,New York City,2023-06-23,2023,Wildfire,Medium,1.29,17.68,76.03,65.66,65,High,12,1253990.34,574443.28,Medium,57,23,39001.88
B0273,RETA_0273,Retail,Brazil,Rio de Janeiro,Rio de Janeiro,2020-11-27,2020,Drought,Low,0.94,17.1,59.34,46.44,67,High,12,960193.38,121851.3,High,247,32,92875.05
B0274,TRAN_0274,Transportation,India,Andhra Pradesh,Visakhapatnam,2023-10-14,2023,Storm,High,2.02,30.41,80.24,97.46,99,Critical,19,1738155.94,1198429.05,High,228,39,260212.24
B0275,FINA_0275,Finance,United States,Texas,Houston,2023-08-13,2023,Wildfire,Low,1.57,19.15,69.48,75.85,70,High,12,1083153.92,100574.37,High,146,30,152959.77
B0276,HOSP_0276,Hospitality,Brazil,Rio de Janeiro,Rio de Janeiro,2026-08-27,2026,Heatwave,Low,1.38,-3.27,52.22,75.0,73,High,11,1084666.2,318162.49,High,225,26,151345.71
B0277,CONS_0277,Construction,Australia,Victoria,Melbourne,2025-07-13,2025,Wildfire,Critical,1.45,-15.88,71.22,94.55,82,Critical,22,1013023.47,440871.66,High,264,47,67281.83
B0278,TRAN_0278,Transportation,Germany,Hamburg,Hamburg,2024-12-21,2024,Storm,Critical,1.68,25.51,67.94,87.18,73,High,23,1266397.08,995305.07,High,180,40,70227.47
B0279,FINA_0279,Finance,Australia,Victoria,Melbourne,2021-01-27,2021,Heatwave,High,1.64,-32.24,69.21,53.04,70,High,1,522938.26,216307.49,High,277,12,75326.31
B0280,TRAN_0280,Transportation,Japan,Tokyo,Tokyo,2024-07-13,2024,Heatwave,Medium,2.23,-17.0,84.13,64.87,76,High,14,1511635.42,549669.13,High,172,25,253778.36
B0281,HEAL_0281,Healthcare,Australia,New South Wales,Sydney,2023-05-19,2023,Storm,Low,1.09,-32.06,35.21,59.74,48,Medium,8,619698.26,184688.56,Medium,169,21,39825.2
B0282,TRAN_0282,Transportation,India,Maharashtra,Mumbai,2022-07-04,2022,Heatwave,Low,2.12,30.39,52.55,52.15,59,Medium,12,739319.27,471790.04,Medium,94,30,55048.33
B0283,AGRI_0283,Agriculture,Australia,Queensland,Brisbane,2021-11-19,2021,Flood,Medium,1.88,14.34,44.29,79.68,63,High,15,1260518.94,298268.86,Medium,44,28,137644.86
B0284,HEAL_0284,Healthcare,Brazil,São Paulo,São Paulo,2021-04-02,2021,Wildfire,High,1.7,-59.36,64.74,78.47,69,High,13,897369.37,492224.16,High,161,42,58617.31
B0285,CONS_0285,Construction,India,West Bengal,Kolkata,2020-01-27,2020,Heatwave,Medium,1.02,31.01,61.67,48.73,66,High,18,833435.76,311436.42,High,149,21,60032.49
B0286,FINA_0286,Finance,Australia,Queensland,Brisbane,2020-10-15,2020,Heatwave,Medium,1.1,0.51,65.35,67.44,55,Medium,14,683391.63,139360.26,Medium,100,31,22434.2
